n = 10:
Trial 1: 15, 21, 15, 15, 16, 16, 15, 21, 16, 20, 20, 19, 16, 15, 16
Trial 2: 18, 16, 14, 15, 16, 12, 13, 11, 18, 16, 14, 12, 13, 13, 11
Trial 3: 14, 20, 16, 15, 12, 15, 15, 13, 14, 20, 18, 17, 18, 17, 13
Trial 4: 13, 13, 10, 11, 12, 13, 13, 14, 11, 14, 11, 14, 10, 15, 12
Trial 5: 11, 13, 14, 10, 11, 12, 16, 12, 15, 14, 15, 13, 10, 12, 15
Trial 6: 9, 9, 13, 10, 9, 11, 11, 13, 9, 9, 11, 13, 9, 11, 11
Trial 7: 16, 15, 14, 17, 13, 17, 16, 12, 14, 16, 20, 13, 12, 20, 15
Trial 8: 14, 14, 13, 16, 12, 15, 13, 15, 12, 14, 13, 13, 18, 19, 13
Trial 9: 19, 12, 15, 14, 17, 15, 18, 14, 14, 15, 20, 18, 20, 13, 18
Trial 10: 15, 14, 16, 12, 14, 17, 13, 15, 12, 16, 16, 14, 12, 14, 13
Trial 11: 12, 14, 11, 13, 11, 11, 11, 13, 11, 11, 10, 12, 12, 10, 14
Trial 12: 17, 13, 15, 15, 13, 21, 18, 14, 14, 21, 17, 21, 15, 21, 15
Trial 13: 17, 20, 20, 20, 21, 22, 20, 16, 16, 20, 19, 13, 15, 18, 19
Trial 14: 15, 11, 13, 12, 13, 11, 15, 18, 13, 17, 13, 14, 18, 14, 18
Trial 15: 18, 19, 14, 14, 20, 11, 19, 20, 18, 17, 17, 14, 15, 12, 20
Trial 16: 10, 12, 10, 10, 10, 10, 13, 10, 12, 12, 9, 10, 11, 14, 9
Trial 17: 15, 19, 15, 12, 16, 15, 14, 18, 16, 11, 12, 10, 16, 15, 14
Trial 18: 14, 14, 18, 13, 19, 22, 21, 14, 18, 22, 17, 14, 17, 12, 17
Trial 19: 17, 19, 16, 19, 24, 15, 17, 15, 19, 18, 17, 17, 16, 20, 17
Trial 20: 12, 14, 14, 11, 18, 15, 13, 13, 10, 13, 14, 12, 15, 13, 14
n = 70:
Trial 1: 20, 21, 20, 19, 20, 19, 26, 22, 20, 23, 19, 16, 25, 19, 24
Trial 2: 16, 16, 17, 20, 11, 17, 17, 16, 17, 15, 16, 17, 15, 13, 19
Trial 3: 16, 19, 14, 15, 17, 19, 16, 14, 16, 16, 17, 14, 13, 18, 16
Trial 4: 19, 19, 22, 18, 18, 17, 14, 16, 17, 13, 16, 19, 15, 17, 20
Trial 5: 19, 17, 19, 19, 18, 18, 19, 22, 21, 21, 20, 18, 21, 21, 19
Trial 6: 12, 15, 13, 15, 15, 15, 13, 15, 14, 19, 15, 16, 18, 17, 16
Trial 7: 15, 18, 19, 21, 19, 20, 19, 19, 20, 18, 24, 20, 19, 20, 15
Trial 8: 21, 16, 12, 19, 17, 19, 17, 18, 17, 17, 13, 12, 13, 19, 18
Trial 9: 16, 14, 15, 14, 18, 12, 17, 13, 16, 14, 12, 13, 16, 10, 10
Trial 10: 16, 16, 14, 13, 14, 16, 11, 18, 12, 17, 14, 15, 16, 12, 14
Trial 11: 15, 14, 19, 20, 15, 19, 17, 20, 16, 16, 18, 17, 17, 13, 15
Trial 12: 13, 14, 20, 15, 15, 17, 15, 14, 13, 15, 15, 17, 13, 13, 12
Trial 13: 23, 23, 15, 25, 18, 19, 16, 18, 18, 19, 16, 23, 15, 20, 13
Trial 14: 15, 14, 17, 15, 14, 13, 17, 14, 14, 18, 12, 15, 15, 14, 17
Trial 15: 14, 17, 18, 19, 14, 15, 20, 13, 15, 16, 15, 15, 17, 19, 20
Trial 16: 16, 16, 15, 13, 12, 16, 13, 14, 15, 10, 14, 14, 17, 11, 16
Trial 17: 17, 22, 18, 14, 15, 19, 22, 19, 22, 21, 16, 18, 21, 16, 18
Trial 18: 18, 16, 15, 20, 12, 13, 14, 16, 18, 15, 20, 19, 15, 19, 12
Trial 19: 16, 18, 17, 21, 19, 16, 17, 17, 21, 16, 19, 20, 22, 16, 12
Trial 20: 14, 22, 18, 21, 20, 17, 18, 18, 14, 21, 21, 13, 15, 20, 14
n = 80:
Trial 1: 12, 15, 19, 14, 18, 17, 21, 17, 18, 14, 17, 19, 17, 16, 16
Trial 2: 12, 14, 18, 13, 17, 18, 12, 15, 16, 17, 15, 15, 13, 15, 18
Trial 3: 24, 22, 23, 22, 20, 16, 24, 19, 19, 20, 24, 19, 22, 20, 22
Trial 4: 16, 19, 22, 20, 16, 19, 16, 15, 19, 20, 17, 19, 15, 22, 21
Trial 5: 15, 15, 15, 15, 19, 20, 21, 15, 14, 18, 14, 18, 14, 21, 21
Trial 6: 18, 18, 16, 19, 15, 18, 18, 18, 16, 20, 11, 17, 18, 19, 18
Trial 7: 17, 14, 20, 17, 16, 14, 18, 17, 19, 16, 16, 17, 19, 16, 17
Trial 8: 10, 11, 13, 12, 13, 16, 13, 16, 13, 13, 12, 11, 16, 16, 11
Trial 9: 16, 15, 14, 11, 11, 17, 18, 17, 14, 17, 16, 16, 16, 14, 16
Trial 10: 16, 14, 13, 19, 18, 17, 17, 16, 12, 15, 15, 16, 18, 14, 13
Trial 11: 15, 10, 13, 11, 12, 11, 16, 12, 13, 16, 11, 13, 12, 10, 12
Trial 12: 16, 20, 15, 17, 22, 19, 21, 18, 18, 13, 13, 17, 18, 17, 19
Trial 13: 12, 12, 17, 15, 13, 14, 14, 18, 14, 13, 11, 15, 15, 13, 13
Trial 14: 18, 15, 18, 19, 18, 15, 18, 18, 25, 21, 20, 22, 17, 21, 21
Trial 15: 17, 25, 21, 17, 17, 19, 18, 23, 21, 15, 23, 22, 21, 19, 22
Trial 16: 12, 14, 13, 15, 17, 15, 18, 13, 11, 13, 15, 13, 16, 17, 15
Trial 17: 18, 18, 22, 18, 17, 24, 23, 24, 21, 20, 24, 23, 21, 19, 20
Trial 18: 12, 15, 19, 12, 16, 20, 12, 13, 19, 12, 17, 13, 16, 13, 17
Trial 19: 13, 14, 11, 13, 17, 11, 11, 10, 14, 15, 14, 13, 15, 16, 14
Trial 20: 13, 14, 14, 14, 11, 12, 13, 11, 15, 12, 15, 14, 15, 13, 12
n = 90:
Trial 1: 17, 20, 15, 15, 15, 13, 18, 15, 13, 15, 16, 17, 19, 19, 17
Trial 2: 15, 15, 23, 23, 17, 22, 26, 26, 23, 26, 21, 23, 21, 25, 21
Trial 3: 15, 15, 15, 16, 14, 22, 20, 21, 19, 16, 16, 15, 17, 15, 17
Trial 4: 21, 19, 14, 14, 15, 21, 17, 18, 21, 18, 14, 16, 23, 18, 14
Trial 5: 19, 18, 15, 16, 16, 18, 15, 18, 14, 17, 14, 19, 16, 17, 21
Trial 6: 21, 16, 17, 13, 15, 17, 13, 12, 18, 15, 18, 22, 19, 13, 17
Trial 7: 22, 27, 26, 26, 19, 24, 23, 24, 26, 21, 27, 26, 25, 21, 18
Trial 8: 17, 16, 17, 17, 16, 15, 14, 17, 16, 17, 17, 15, 13, 17, 17
Trial 9: 17, 14, 25, 22, 21, 17, 16, 18, 15, 24, 15, 21, 20, 13, 17
Trial 10: 16, 12, 22, 21, 16, 14, 19, 15, 15, 15, 15, 17, 14, 14, 21
Trial 11: 16, 16, 16, 16, 14, 16, 16, 16, 13, 18, 15, 20, 15, 14, 15
Trial 12: 18, 19, 15, 20, 18, 18, 17, 19, 18, 20, 13, 15, 18, 17, 14
Trial 13: 13, 17, 23, 22, 21, 19, 18, 21, 19, 17, 22, 19, 18, 18, 18
Trial 14: 25, 17, 26, 20, 24, 27, 20, 21, 16, 26, 18, 24, 18, 19, 20
Trial 15: 17, 17, 15, 17, 15, 15, 16, 13, 15, 14, 16, 19, 16, 22, 15
Trial 16: 17, 17, 15, 12, 14, 13, 16, 14, 16, 14, 14, 17, 13, 13, 14
Trial 17: 17, 15, 17, 18, 26, 28, 21, 21, 16, 27, 22, 27, 20, 25, 23
Trial 18: 17, 21, 22, 15, 17, 21, 19, 22, 18, 21, 22, 25, 15, 23, 17
Trial 19: 15, 14, 21, 15, 19, 13, 20, 18, 14, 17, 16, 14, 16, 15, 15
Trial 20: 24, 18, 24, 25, 25, 23, 28, 15, 18, 27, 18, 20, 18, 21, 19
n = 100:
Trial 1: 13, 16, 13, 18, 21, 16, 17, 12, 16, 17, 19, 18, 19, 20, 18
Trial 2: 14, 17, 16, 17, 20, 15, 16, 16, 14, 19, 13, 15, 17, 16, 14
Trial 3: 26, 18, 16, 21, 22, 18, 19, 14, 22, 26, 17, 15, 16, 22, 22
Trial 4: 17, 21, 21, 21, 17, 15, 19, 19, 17, 17, 20, 19, 22, 14, 22
Trial 5: 19, 20, 20, 21, 23, 14, 18, 16, 17, 19, 20, 17, 19, 17, 18
Trial 6: 23, 21, 23, 18, 23, 20, 16, 19, 16, 17, 24, 17, 19, 17, 17
Trial 7: 16, 14, 16, 13, 16, 15, 15, 16, 14, 16, 14, 15, 20, 13, 17
Trial 8: 21, 20, 18, 17, 19, 21, 21, 17, 19, 14, 13, 18, 20, 21, 23
Trial 9: 19, 23, 18, 17, 19, 20, 22, 24, 17, 19, 22, 16, 18, 21, 19
Trial 10: 16, 15, 22, 20, 17, 18, 21, 20, 17, 20, 18, 18, 13, 15, 16
Trial 11: 24, 23, 20, 19, 18, 19, 21, 15, 23, 23, 15, 19, 18, 14, 20
Trial 12: 19, 19, 22, 19, 14, 16, 16, 16, 23, 22, 14, 19, 19, 22, 22
Trial 13: 16, 18, 15, 13, 13, 18, 16, 14, 17, 16, 14, 15, 17, 18, 18
Trial 14: 28, 30, 19, 28, 20, 21, 20, 26, 29, 21, 17, 21, 24, 22, 24
Trial 15: 21, 13, 14, 18, 17, 19, 20, 21, 15, 23, 17, 21, 17, 20, 21
Trial 16: 22, 20, 21, 15, 21, 22, 19, 25, 16, 20, 23, 28, 25, 21, 28
Trial 17: 28, 24, 19, 18, 20, 20, 23, 23, 23, 23, 17, 23, 17, 29, 23
Trial 18: 19, 19, 21, 24, 16, 16, 19, 26, 23, 24, 16, 22, 21, 16, 22
Trial 19: 17, 13, 15, 18, 11, 13, 12, 12, 14, 12, 17, 15, 15, 12, 13
Trial 20: 19, 20, 22, 18, 15, 22, 18, 18, 22, 20, 21, 21, 20, 20, 18
n = 110:
Trial 1: 16, 16, 14, 14, 18, 16, 12, 13, 13, 15, 17, 15, 15, 15, 17
Trial 2: 24, 26, 21, 19, 23, 22, 26, 19, 15, 21, 25, 24, 20, 26, 20
Trial 3: 16, 20, 19, 21, 19, 15, 18, 20, 21, 23, 23, 17, 18, 21, 20
Trial 4: 22, 23, 25, 22, 21, 22, 22, 21, 26, 27, 22, 28, 26, 17, 25
Trial 5: 32, 30, 25, 35, 35, 26, 29, 26, 32, 32, 20, 22, 27, 21, 33
Trial 6: 14, 19, 19, 17, 22, 15, 17, 18, 15, 17, 16, 16, 17, 20, 23
Trial 7: 23, 19, 26, 24, 21, 22, 28, 24, 29, 18, 24, 28, 25, 27, 31
Trial 8: 25, 27, 20, 28, 23, 24, 23, 25, 23, 23, 27, 23, 26, 26, 23
Trial 9: 20, 26, 25, 27, 30, 28, 20, 28, 26, 23, 22, 21, 18, 25, 28
Trial 10: 36, 35, 31, 24, 26, 21, 20, 32, 28, 32, 25, 30, 33, 36, 23
Trial 11: 17, 22, 20, 26, 21, 16, 24, 19, 24, 16, 20, 15, 22, 19, 19
Trial 12: 18, 19, 18, 18, 17, 18, 16, 19, 18, 16, 18, 17, 13, 19, 15
Trial 13: 16, 16, 15, 17, 18, 13, 17, 21, 18, 16, 19, 18, 19, 15, 23
Trial 14: 18, 21, 27, 17, 26, 26, 21, 28, 20, 25, 21, 20, 28, 21, 27
Trial 15: 18, 18, 22, 19, 22, 15, 16, 19, 18, 21, 16, 21, 17, 15, 13
Trial 16: 20, 18, 24, 25, 18, 24, 23, 21, 27, 22, 19, 23, 27, 26, 21
Trial 17: 25, 28, 25, 26, 26, 25, 27, 25, 27, 26, 18, 19, 22, 21, 20
Trial 18: 28, 22, 22, 26, 23, 25, 17, 18, 25, 21, 18, 22, 18, 26, 22
Trial 19: 18, 17, 19, 23, 21, 21, 19, 17, 23, 21, 19, 15, 21, 18, 18
Trial 20: 19, 22, 17, 22, 16, 17, 20, 15, 19, 17, 17, 16, 19, 16, 19
n = 120:
Trial 1: 16, 25, 18, 21, 24, 26, 25, 16, 23, 20, 22, 15, 21, 19, 14
Trial 2: 14, 19, 18, 18, 21, 20, 20, 21, 25, 20, 18, 23, 18, 21, 18
Trial 3: 24, 17, 21, 20, 15, 20, 25, 19, 18, 20, 18, 19, 18, 23, 18
Trial 4: 15, 18, 20, 19, 17, 15, 17, 16, 17, 13, 16, 17, 18, 17, 16
Trial 5: 21, 17, 16, 15, 15, 14, 19, 14, 18, 15, 16, 15, 22, 16, 18
Trial 6: 16, 17, 23, 18, 18, 22, 18, 17, 18, 14, 16, 19, 24, 17, 19
Trial 7: 26, 26, 31, 32, 24, 33, 28, 24, 34, 35, 22, 23, 29, 23, 33
Trial 8: 27, 22, 28, 19, 23, 25, 25, 19, 24, 18, 24, 18, 23, 18, 25
Trial 9: 20, 18, 15, 17, 13, 19, 18, 19, 15, 18, 14, 15, 16, 19, 16
Trial 10: 21, 21, 25, 25, 18, 21, 16, 18, 20, 20, 24, 22, 21, 22, 19
Trial 11: 18, 17, 20, 13, 17, 20, 20, 21, 18, 15, 16, 19, 22, 15, 19
Trial 12: 24, 29, 20, 20, 24, 25, 26, 20, 28, 20, 35, 31, 29, 29, 34
Trial 13: 22, 20, 20, 23, 19, 17, 19, 17, 19, 22, 19, 19, 21, 20, 26
Trial 14: 15, 19, 20, 21, 21, 20, 16, 15, 17, 14, 16, 14, 18, 17, 20
Trial 15: 24, 15, 19, 23, 17, 18, 15, 20, 14, 15, 21, 15, 22, 25, 15
Trial 16: 18, 21, 24, 30, 27, 28, 28, 29, 23, 27, 25, 18, 27, 23, 18
Trial 17: 23, 23, 19, 22, 22, 20, 20, 24, 19, 25, 21, 22, 26, 19, 20
Trial 18: 14, 17, 17, 21, 23, 20, 16, 13, 20, 15, 19, 14, 15, 15, 16
Trial 19: 20, 28, 20, 21, 21, 22, 24, 28, 16, 22, 16, 23, 21, 25, 16
Trial 20: 20, 18, 18, 16, 16, 20, 16, 20, 19, 16, 16, 23, 22, 14, 21
n = 130:
Trial 1: 20, 16, 16, 20, 19, 18, 20, 20, 22, 22, 19, 19, 17, 17, 17
Trial 2: 25, 22, 15, 26, 22, 16, 19, 25, 22, 26, 20, 23, 24, 20, 20
Trial 3: 18, 21, 21, 21, 28, 20, 20, 25, 20, 17, 19, 28, 26, 27, 22
Trial 4: 17, 19, 14, 16, 15, 20, 17, 14, 19, 19, 15, 16, 13, 20, 17
Trial 5: 19, 20, 16, 21, 18, 21, 17, 20, 19, 18, 21, 22, 17, 19, 18
Trial 6: 24, 22, 19, 20, 22, 20, 23, 23, 23, 26, 22, 22, 25, 23, 19
Trial 7: 14, 17, 17, 15, 13, 19, 12, 17, 16, 20, 18, 15, 17, 21, 15
Trial 8: 25, 22, 25, 25, 15, 23, 22, 27, 25, 20, 23, 21, 24, 19, 23
Trial 9: 20, 22, 19, 21, 16, 23, 22, 19, 22, 15, 22, 23, 16, 22, 22
Trial 10: 20, 24, 25, 21, 25, 25, 29, 26, 17, 24, 21, 17, 29, 21, 20
Trial 11: 17, 21, 24, 15, 21, 21, 19, 19, 22, 21, 21, 15, 23, 18, 18
Trial 12: 33, 29, 22, 29, 32, 19, 28, 25, 25, 27, 21, 23, 24, 24, 24
Trial 13: 31, 26, 27, 30, 28, 30, 33, 32, 30, 26, 27, 21, 30, 26, 34
Trial 14: 24, 27, 25, 22, 16, 18, 22, 28, 19, 17, 26, 16, 24, 25, 25
Trial 15: 15, 19, 15, 13, 19, 14, 20, 20, 16, 14, 14, 14, 19, 15, 18
Trial 16: 21, 18, 26, 25, 26, 25, 25, 17, 19, 25, 22, 25, 27, 24, 24
Trial 17: 18, 18, 20, 23, 18, 20, 21, 22, 17, 20, 19, 19, 21, 17, 19
Trial 18: 16, 22, 16, 21, 21, 17, 22, 14, 21, 18, 18, 18, 21, 18, 19
Trial 19: 24, 24, 21, 15, 19, 27, 19, 24, 19, 21, 26, 15, 22, 20, 21
Trial 20: 21, 17, 16, 19, 21, 19, 21, 17, 14, 21, 21, 19, 15, 22, 15
n = 140:
Trial 1: 13, 24, 17, 21, 21, 15, 19, 19, 20, 20, 22, 20, 20, 19, 24
Trial 2: 17, 17, 23, 20, 17, 20, 22, 25, 19, 18, 14, 24, 20, 18, 17
Trial 3: 16, 22, 14, 20, 14, 19, 24, 17, 21, 15, 21, 19, 17, 21, 19
Trial 4: 26, 21, 28, 25, 21, 23, 27, 29, 18, 24, 24, 17, 29, 24, 25
Trial 5: 23, 23, 20, 16, 19, 16, 20, 23, 25, 24, 23, 21, 21, 18, 18
Trial 6: 22, 23, 21, 27, 20, 25, 20, 20, 21, 23, 24, 25, 20, 21, 16
Trial 7: 21, 17, 24, 19, 26, 25, 25, 25, 26, 18, 20, 19, 20, 22, 19
Trial 8: 27, 29, 25, 30, 20, 20, 21, 29, 27, 20, 28, 18, 30, 27, 22
Trial 9: 22, 20, 28, 27, 17, 22, 25, 19, 16, 24, 24, 20, 20, 17, 23
Trial 10: 22, 22, 26, 22, 22, 26, 28, 29, 24, 19, 22, 24, 22, 23, 21
Trial 11: 17, 22, 21, 15, 15, 19, 17, 24, 19, 22, 16, 20, 21, 17, 19
Trial 12: 19, 23, 20, 25, 29, 32, 20, 21, 21, 18, 32, 21, 19, 30, 27
