n = 10:
Trial 13: 20, 29, 19, 19, 19, 22, 20, 23, 24, 23, 22, 30, 23, 25, 21
Trial 14: 22, 21, 22, 21, 23, 25, 24, 25, 22, 27, 21, 24, 29, 18, 25
Trial 15: 23, 23, 20, 25, 25, 22, 18, 25, 16, 20, 25, 23, 23, 25, 22
Trial 16: 24, 21, 19, 22, 18, 18, 20, 15, 23, 18, 19, 17, 21, 16, 15
Trial 17: 23, 31, 34, 29, 32, 35, 28, 35, 30, 27, 30, 34, 26, 35, 31
Trial 18: 31, 24, 27, 28, 24, 28, 23, 27, 23, 30, 28, 28, 29, 32, 28
Trial 19: 35, 32, 28, 29, 36, 30, 36, 23, 24, 33, 35, 30, 24, 34, 29
Trial 20: 22, 18, 13, 21, 16, 19, 17, 17, 14, 21, 19, 19, 17, 16, 17
n = 150:
Trial 1: 23, 19, 21, 23, 21, 22, 23, 21, 17, 24, 21, 21, 18, 24, 21
Trial 2: 27, 23, 22, 31, 21, 22, 22, 22, 31, 23, 31, 22, 25, 21, 18
Trial 3: 21, 32, 23, 32, 25, 35, 31, 23, 33, 35, 32, 37, 25, 23, 32
Trial 4: 21, 17, 16, 21, 22, 19, 22, 21, 16, 20, 23, 14, 19, 20, 17
Trial 5: 19, 24, 20, 30, 27, 24, 24, 20, 28, 20, 26, 23, 24, 19, 17
Trial 6: 20, 18, 26, 26, 30, 31, 31, 25, 31, 24, 20, 27, 24, 26, 23
Trial 7: 30, 22, 28, 23, 27, 28, 19, 25, 25, 26, 27, 29, 28, 27, 24
Trial 8: 31, 27, 25, 23, 24, 30, 25, 22, 23, 17, 24, 28, 22, 25, 20
Trial 9: 27, 27, 20, 25, 19, 20, 19, 22, 27, 20, 19, 17, 22, 26, 17
Trial 10: 20, 26, 25, 28, 18, 25, 32, 19, 30, 29, 25, 21, 29, 28, 27
Trial 11: 25, 24, 24, 18, 23, 18, 23, 20, 16, 23, 24, 18, 20, 21, 24
Trial 12: 27, 24, 25, 21, 23, 25, 26, 20, 27, 21, 32, 25, 20, 20, 24
Trial 13: 23, 18, 19, 23, 15, 23, 20, 21, 22, 24, 18, 19, 15, 22, 20
Trial 14: 18, 20, 21, 24, 22, 20, 19, 20, 25, 24, 18, 21, 18, 19, 25
Trial 15: 22, 26, 26, 27, 20, 24, 31, 22, 27, 20, 21, 23, 24, 30, 21
Trial 16: 30, 30, 23, 24, 18, 30, 27, 26, 23, 25, 19, 22, 28, 20, 22
Trial 17: 28, 23, 22, 27, 26, 23, 17, 19, 22, 24, 18, 18, 20, 21, 25
Trial 18: 17, 28, 21, 18, 19, 23, 25, 21, 24, 23, 22, 23, 23, 22, 22
Trial 19: 23, 20, 20, 23, 18, 23, 19, 17, 20, 14, 25, 19, 19, 21, 21
Trial 20: 16, 22, 25, 25, 20, 21, 26, 24, 16, 26, 23, 23, 22, 22, 19
n = 160:
Trial 1: 15, 26, 18, 21, 18, 19, 24, 17, 22, 20, 24, 26, 19, 19, 19
Trial 2: 17, 21, 18, 22, 23, 20, 26, 24, 26, 24, 25, 20, 21, 24, 24
Trial 3: 18, 23, 27, 21, 19, 16, 26, 21, 19, 21, 20, 24, 16, 24, 23
Trial 4: 26, 20, 18, 22, 24, 24, 23, 17, 25, 22, 24, 19, 19, 19, 24
Trial 5: 31, 21, 32, 29, 23, 32, 31, 27, 22, 24, 33, 30, 24, 20, 27
Trial 6: 22, 27, 30, 24, 31, 27, 23, 20, 31, 22, 24, 18, 23, 30, 26
Trial 7: 16, 23, 28, 19, 20, 22, 17, 16, 20, 19, 21, 26, 16, 24, 24
Trial 8: 17, 25, 26, 28, 29, 28, 27, 17, 19, 21, 24, 16, 19, 23, 22
Trial 9: 22, 19, 14, 25, 19, 23, 22, 17, 21, 22, 17, 20, 21, 17, 16
Trial 10: 23, 21, 19, 18, 25, 19, 26, 24, 26, 20, 21, 22, 20, 21, 18
Trial 11: 17, 21, 16, 25, 22, 17, 21, 19, 20, 25, 23, 25, 20, 21, 22
Trial 12: 16, 22, 17, 18, 16, 21, 23, 16, 25, 21, 16, 21, 18, 18, 19
Trial 13: 17, 21, 15, 18, 19, 19, 17, 21, 18, 18, 19, 17, 17, 19, 18
Trial 14: 26, 19, 26, 28, 17, 20, 24, 24, 27, 20, 16, 24, 19, 17, 25
Trial 15: 20, 17, 19, 18, 19, 17, 18, 22, 21, 20, 19, 24, 21, 18, 23
Trial 16: 18, 21, 19, 21, 20, 18, 21, 17, 22, 21, 17, 23, 18, 17, 18
Trial 17: 19, 18, 19, 22, 19, 20, 25, 17, 20, 28, 22, 23, 19, 18, 21
Trial 18: 24, 20, 16, 20, 21, 25, 25, 15, 21, 20, 17, 20, 20, 24, 19
Trial 19: 21, 27, 27, 28, 28, 30, 29, 30, 23, 18, 29, 28, 19, 30, 32
Trial 20: 21, 22, 20, 22, 22, 21, 24, 22, 22, 22, 19, 20, 22, 27, 23
n = 170:
Trial 1: 15, 19, 14, 15, 21, 20, 18, 12, 16, 14, 16, 16, 17, 19, 16
Trial 2: 28, 25, 22, 19, 27, 19, 19, 21, 21, 25, 28, 22, 26, 25, 18
Trial 3: 35, 30, 33, 23, 33, 37, 36, 23, 38, 40, 28, 38, 34, 26, 31
Trial 4: 23, 21, 27, 19, 20, 23, 22, 27, 25, 20, 17, 27, 22, 16, 21
Trial 5: 19, 23, 23, 18, 23, 22, 20, 22, 16, 20, 23, 20, 24, 17, 15
Trial 6: 20, 22, 18, 26, 21, 30, 28, 18, 25, 20, 28, 25, 21, 25, 26
Trial 7: 25, 18, 21, 27, 20, 22, 26, 19, 19, 26, 22, 25, 19, 17, 24
Trial 8: 30, 34, 30, 36, 33, 38, 26, 25, 22, 33, 27, 27, 26, 29, 30
Trial 9: 27, 24, 19, 21, 23, 26, 26, 24, 24, 24, 21, 17, 23, 25, 18
Trial 10: 33, 24, 36, 24, 22, 20, 25, 24, 24, 33, 24, 34, 27, 28, 32
Trial 11: 23, 25, 21, 25, 21, 19, 27, 24, 20, 18, 21, 22, 25, 20, 27
Trial 12: 31, 35, 27, 24, 28, 26, 26, 31, 26, 30, 22, 22, 30, 30, 37
Trial 13: 40, 29, 36, 27, 33, 32, 25, 33, 35, 34, 29, 34, 38, 36, 36
Trial 14: 18, 28, 25, 24, 20, 20, 26, 26, 18, 26, 20, 28, 23, 22, 31
Trial 15: 33, 34, 27, 27, 25, 29, 29, 27, 31, 34, 22, 25, 26, 27, 27
Trial 16: 28, 26, 22, 28, 33, 23, 24, 21, 30, 23, 22, 21, 25, 21, 28
Trial 17: 29, 32, 31, 35, 27, 29, 27, 30, 32, 27, 27, 28, 30, 29, 31
Trial 18: 21, 28, 26, 24, 22, 29, 21, 30, 19, 30, 20, 23, 24, 20, 27
Trial 19: 24, 23, 23, 21, 19, 21, 19, 25, 24, 28, 23, 18, 23, 25, 19
Trial 20: 19, 18, 19, 22, 18, 21, 23, 22, 18, 18, 23, 17, 18, 18, 18
n = 180:
Trial 1: 36, 30, 31, 26, 28, 21, 28, 24, 32, 32, 21, 23, 22, 28, 32
Trial 2: 21, 16, 23, 20, 25, 24, 19, 20, 26, 22, 21, 19, 17, 27, 25
Trial 3: 18, 18, 22, 28, 22, 26, 23, 21, 25, 22, 20, 20, 19, 21, 27
Trial 4: 23, 24, 24, 25, 27, 22, 26, 17, 22, 23, 16, 25, 18, 25, 24
Trial 5: 27, 30, 22, 31, 28, 25, 22, 32, 19, 24, 28, 27, 26, 21, 28
Trial 6: 17, 20, 19, 17, 21, 16, 16, 21, 20, 22, 25, 24, 20, 18, 25
Trial 7: 20, 26, 23, 26, 23, 25, 17, 17, 27, 26, 26, 29, 23, 21, 21
Trial 8: 40, 39, 28, 31, 31, 25, 29, 27, 36, 39, 26, 36, 28, 36, 28
Trial 9: 31, 23, 26, 31, 24, 26, 29, 28, 29, 18, 23, 28, 25, 25, 29
Trial 10: 18, 28, 27, 29, 18, 20, 29, 22, 18, 27, 18, 29, 16, 22, 21
Trial 11: 17, 26, 17, 17, 22, 20, 18, 20, 27, 21, 19, 24, 23, 26, 18
Trial 12: 21, 23, 22, 22, 22, 18, 24, 19, 27, 22, 25, 21, 25, 24, 21
Trial 13: 22, 22, 27, 24, 21, 26, 20, 20, 23, 22, 19, 22, 20, 24, 23
Trial 14: 28, 30, 21, 25, 27, 25, 19, 19, 19, 25, 22, 22, 31, 21, 29
Trial 15: 26, 26, 38, 28, 29, 27, 36, 33, 38, 30, 27, 29, 30, 32, 38
Trial 16: 20, 23, 22, 22, 23, 16, 21, 20, 16, 23, 20, 24, 24, 22, 23
Trial 17: 18, 18, 23, 23, 21, 22, 20, 22, 19, 23, 20, 24, 19, 24, 21
Trial 18: 18, 16, 21, 21, 23, 19, 23, 26, 25, 20, 21, 20, 24, 24, 26
Trial 19: 15, 14, 18, 19, 22, 18, 24, 21, 21, 20, 23, 20, 16, 22, 23
Trial 20: 30, 36, 30, 33, 31, 31, 25, 31, 29, 40, 37, 24, 37, 35, 24
n = 190:
Trial 1: 29, 35, 27, 27, 31, 33, 30, 23, 32, 32, 30, 32, 22, 39, 20
Trial 2: 23, 24, 21, 27, 25, 22, 26, 21, 23, 26, 21, 22, 23, 28, 24
Trial 3: 16, 22, 22, 20, 22, 21, 24, 20, 22, 21, 16, 26, 21, 20, 19
Trial 4: 29, 31, 25, 31, 27, 25, 23, 29, 22, 26, 23, 30, 26, 22, 27
Trial 5: 36, 32, 29, 27, 36, 32, 38, 38, 32, 25, 31, 30, 36, 29, 31
Trial 6: 28, 28, 23, 23, 23, 30, 20, 28, 19, 25, 23, 29, 23, 26, 24
Trial 7: 30, 26, 34, 23, 28, 36, 35, 30, 29, 36, 25, 21, 28, 32, 23
Trial 8: 27, 30, 31, 31, 24, 28, 27, 19, 33, 30, 33, 30, 27, 30, 24
Trial 9: 26, 31, 23, 29, 34, 32, 28, 29, 28, 29, 30, 27, 20, 28, 29
Trial 10: 27, 18, 22, 26, 25, 30, 27, 20, 25, 24, 22, 29, 33, 23, 31
Trial 11: 16, 21, 16, 17, 19, 17, 16, 23, 18, 14, 15, 17, 23, 21, 20
Trial 12: 34, 34, 33, 34, 25, 20, 29, 34, 34, 36, 29, 35, 27, 32, 29
Trial 13: 26, 21, 25, 18, 26, 21, 26, 24, 25, 27, 23, 17, 27, 19, 24
Trial 14: 23, 29, 23, 22, 22, 28, 26, 23, 26, 28, 33, 23, 34, 20, 26
Trial 15: 27, 21, 22, 28, 21, 28, 20, 19, 23, 22, 25, 23, 24, 30, 22
Trial 16: 31, 36, 31, 26, 24, 31, 31, 23, 32, 23, 30, 27, 23, 22, 21
Trial 17: 18, 17, 17, 28, 21, 28, 22, 18, 28, 21, 28, 27, 21, 23, 19
Trial 18: 26, 33, 32, 30, 32, 31, 21, 32, 27, 30, 33, 33, 28, 27, 28
Trial 19: 25, 26, 44, 31, 33, 28, 36, 32, 39, 32, 35, 31, 27, 30, 40
Trial 20: 19, 23, 27, 20, 19, 24, 25, 25, 25, 21, 22, 24, 18, 25, 24
n = 200:
Trial 1: 27, 35, 33, 30, 26, 34, 26, 26, 32, 35, 31, 25, 28, 25, 29
Trial 2: 22, 19, 18, 23, 26, 28, 22, 19, 25, 22, 21, 23, 24, 23, 27
Trial 3: 34, 30, 30, 31, 29, 28, 23, 30, 32, 31, 31, 23, 28, 27, 27
Trial 4: 23, 22, 21, 30, 26, 28, 19, 30, 23, 32, 26, 27, 25, 28, 31
Trial 5: 33, 29, 26, 26, 31, 29, 21, 33, 25, 26, 30, 23, 21, 24, 20
Trial 6: 21, 26, 16, 19, 19, 24, 16, 20, 24, 20, 16, 20, 21, 25, 17
Trial 7: 20, 20, 19, 24, 25, 25, 25, 29, 31, 27, 23, 28, 23, 32, 26
Trial 8: 17, 22, 19, 26, 23, 17, 19, 18, 22, 26, 24, 19, 21, 21, 25
Trial 9: 22, 36, 22, 37, 28, 38, 34, 23, 32, 31, 24, 31, 32, 30, 35
Trial 10: 17, 20, 26, 27, 17, 21, 25, 21, 25, 27, 24, 26, 19, 15, 21
Trial 11: 30, 26, 31, 23, 26, 33, 28, 25, 29, 28, 22, 31, 30, 27, 32
Trial 12: 24, 23, 20, 20, 16, 26, 17, 23, 29, 23, 17, 19, 26, 27, 26
Trial 13: 21, 18, 19, 21, 16, 19, 19, 24, 18, 19, 16, 26, 22, 20, 22
Trial 14: 28, 31, 31, 20, 25, 22, 19, 31, 28, 28, 32, 20, 31, 31, 30
Trial 15: 40, 31, 25, 37, 37, 37, 29, 37, 37, 39, 37, 38, 41, 39, 44
Trial 16: 24, 21, 24, 19, 24, 25, 25, 27, 19, 24, 19, 27, 25, 27, 25
Trial 17: 17, 17, 19, 25, 27, 19, 21, 19, 18, 18, 25, 20, 27, 18, 22
Trial 18: 26, 22, 22, 28, 18, 23, 24, 26, 20, 25, 21, 26, 23, 28, 17
Trial 19: 31, 30, 27, 29, 30, 32, 21, 33, 23, 27, 24, 24, 32, 28, 34
Trial 20: 21, 26, 31, 29, 30, 22, 23, 25, 19, 31, 20, 29, 30, 25, 28
